Satisfaction Score,Churn Score,Tenure in Months,Monthly Charge,Total Long Distance Charges,Number of Referrals,CLTV,Age,Dependents,Internet Service,Gender,Churn
3,59,2,20.05,3.62,0,4978,33,0,0,Male,0
5,42,7,20.25,348.81,0,3149,22,1,0,Male,0
3,35,35,91.0,916.65,0,5527,78,0,1,Male,0
3,90,52,96.25,2422.68,1,4751,63,0,1,Male,1
3,52,40,74.8,742.8,0,3258,50,0,1,Female,0
3,49,72,90.15,711.36,2,4606,78,1,1,Female,0
3,37,26,78.8,499.46,0,4509,70,0,1,Female,0
1,72,2,70.75,53.86,0,3257,64,0,1,Female,1
3,23,3,29.9,0.0,5,4416,22,0,1,Male,0
3,76,3,50.25,84.57,0,2166,35,0,1,Male,0
2,76,8,101.15,135.04,1,2750,47,0,1,Female,1
4,75,38,19.95,1896.2,7,3614,26,1,0,Female,0
3,51,10,29.75,0.0,0,2013,42,0,1,Female,0
5,60,30,64.5,1102.2,4,2215,56,1,1,Female,0
5,23,15,95.7,149.55,0,4999,24,0,1,Male,0
3,46,13,63.15,509.6,3,5916,40,1,1,Female,0
4,25,69,26.3,1523.52,7,5418,23,0,0,Female,0
1,69,10,84.7,456.9,0,5686,40,0,1,Female,1
2,90,4,91.65,87.24,1,2140,55,0,1,Female,1
5,70,9,75.85,65.88,0,5212,52,0,1,Male,0
3,26,63,110.1,200.34,8,6216,46,0,1,Male,0
4,66,66,79.5,823.68,0,4285,48,1,1,Male,0
3,80,1,84.8,37.83,1,2627,21,0,1,Male,1
3,78,72,116.95,1286.64,9,5949,45,0,1,Male,0
1,84,10,104.4,83.8,0,5035,37,0,1,Male,1
5,33,20,69.8,869.8,0,5456,51,0,1,Female,0
4,31,37,88.8,39.96,3,3746,33,1,1,Female,0
3,65,17,20.5,725.22,0,2259,41,0,0,Male,0
3,79,2,20.75,55.34,0,3976,35,0,0,Male,0
3,77,58,94.3,1240.04,1,6166,49,0,1,Female,0
2,89,27,94.55,299.43,0,4464,48,0,1,Female,1
3,57,1,20.25,40.46,0,5384,44,0,0,Male,0
4,51,52,80.2,2230.8,0,5597,43,0,1,Female,0
3,33,19,60.6,693.12,0,2463,52,1,1,Female,0
3,32,19,59.8,157.7,3,3652,20,0,1,Female,0
4,38,71,87.25,3413.68,5,4135,24,1,1,Female,0
3,36,44,54.0,0.0,0,4256,55,0,1,Male,0
4,37,34,61.25,0.0,0,3607,52,1,1,Female,0
1,86,20,88.7,110.8,0,4115,20,0,1,Male,1
3,54,71,80.7,3123.29,4,4583,73,0,1,Female,0
5,37,18,80.55,739.44,0,5334,29,1,1,Male,0
3,31,24,84.35,619.44,0,2198,44,0,1,Female,0
5,27,2,54.15,42.6,0,3527,47,0,1,Female,0
3,78,41,74.25,44.28,0,3277,45,0,1,Male,0
1,80,23,83.8,892.63,0,5737,45,0,1,Female,1
3,27,43,90.65,1581.54,0,2496,19,0,1,Male,0
4,21,33,58.45,290.07,8,4276,24,0,1,Female,0
4,46,65,76.15,1402.7,2,6177,45,0,1,Male,0
4,51,14,59.8,617.96,0,5962,44,1,1,Female,0
3,66,70,48.4,0.0,0,4483,23,0,1,Male,0
2,91,15,101.35,688.8,0,3025,42,0,1,Male,1
3,58,42,73.15,621.6,1,2531,54,1,1,Male,0
3,72,18,84.3,40.68,0,4612,19,0,1,Male,0
3,46,1,84.6,7.34,0,2196,44,0,1,Female,0
5,59,46,100.25,987.16,5,5453,71,0,1,Female,0
5,55,38,81.85,48.26,0,3571,44,1,1,Male,0
4,58,30,44.5,0.0,0,5833,61,1,1,Male,0
3,72,6,59.15,120.66,0,3613,60,0,1,Male,0
3,70,70,80.15,1685.6,10,5715,28,0,1,Male,0
5,32,9,102.6,210.78,8,4062,32,1,1,Male,0
2,90,1,23.45,0.0,3,4517,55,0,1,Male,1
3,52,2,91.15,93.56,0,2686,36,0,1,Female,0
1,90,12,56.65,95.64,0,3043,42,0,1,Male,1
4,29,47,103.1,782.08,0,5029,37,0,1,Male,0
3,63,27,85.9,1109.97,7,5755,72,0,1,Male,0
2,91,16,84.75,280.16,0,5136,76,0,1,Female,1
5,65,57,109.4,456.57,10,6026,20,0,1,Female,0
4,31,9,44.4,347.85,0,5457,19,0,1,Male,0
3,95,29,95.9,1026.02,1,2151,70,0,1,Male,1
3,35,66,108.1,458.04,3,5360,73,0,1,Female,0
3,84,3,89.45,48.45,0,3591,56,0,1,Female,1
5,70,28,54.35,941.64,1,5105,27,0,1,Male,0
2,90,9,83.3,267.3,0,3520,46,0,1,Female,1
1,78,72,92.45,1855.44,0,5697,78,0,1,Female,1
4,54,21,24.7,656.46,0,5403,53,1,0,Male,0
4,59,42,84.35,413.28,4,3363,25,0,1,Female,0
3,67,9,39.55,0.0,0,3755,34,0,1,Male,0
4,32,70,84.8,649.6,7,4032,53,0,1,Female,0
2,90,6,85.15,176.46,0,5831,73,0,1,Male,1
3,28,64,19.45,1278.72,8,5628,41,0,0,Female,0
1,90,53,106.95,1579.4,0,5550,44,0,1,Female,1
5,21,70,26.05,2193.1,0,4467,35,0,0,Female,0
4,31,3,60.25,60.3,0,4830,62,0,1,Female,0
2,81,1,69.2,10.08,0,2637,51,0,1,Female,1
4,25,72,101.35,3319.2,6,4497,49,0,1,Female,0
5,23,8,20.85,91.68,0,4249,31,0,0,Female,0
3,40,55,64.2,1520.75,0,5151,47,0,1,Male,0
4,33,23,84.25,415.15,1,2781,28,0,1,Male,0
4,21,68,25.8,1164.16,8,4747,41,0,0,Female,0
3,28,72,93.25,123.84,2,5197,62,0,1,Female,0
5,49,23,59.7,317.17,6,3464,33,0,1,Male,0
2,82,36,85.25,883.44,1,3041,65,0,1,Male,1
4,61,9,103.1,399.33,10,4171,32,1,1,Male,0
4,27,48,55.8,1838.4,1,3446,20,1,1,Male,0
3,62,71,66.2,2629.13,0,4756,42,1,1,Male,0
5,28,4,19.0,33.52,0,4345,21,0,0,Male,0
3,63,9,70.05,434.25,0,3522,42,0,1,Male,0
3,84,10,89.5,127.8,0,4206,55,0,1,Male,1
4,74,29,35.6,0.0,0,3898,46,0,1,Male,0
3,32,20,94.3,650.8,1,2574,78,0,1,Male,0
3,57,20,20.35,559.2,1,4390,23,0,0,Female,0
1,71,26,89.8,162.24,0,3452,49,0,1,Male,1
2,73,24,93.15,386.4,1,2212,77,0,1,Male,1
4,54,10,88.85,327.6,8,4531,45,1,1,Female,0
3,33,30,89.9,959.1,0,3233,62,0,1,Male,0
3,28,23,73.75,805.69,0,3483,37,0,1,Female,0
4,63,69,79.2,1487.64,5,4072,53,1,1,Male,0
3,76,4,20.35,150.64,0,5984,35,0,0,Female,1
2,94,2,86.25,73.62,0,3529,40,0,1,Female,1
3,89,21,111.2,761.46,1,4123,24,0,1,Male,1
4,29,21,53.15,0.0,0,3461,59,1,1,Female,0
1,83,49,99.8,2300.06,1,6088,27,0,1,Male,1
3,63,9,19.85,366.66,0,2788,56,0,0,Male,0
4,65,10,61.9,299.5,0,5188,56,1,1,Male,0
3,53,36,79.2,1530.36,0,4830,27,0,1,Male,0
3,74,4,88.85,51.44,0,2754,69,0,1,Female,1
3,68,12,45.4,133.44,0,2887,49,0,1,Male,1
3,80,35,26.2,1719.55,0,4419,40,0,0,Male,0
3,70,43,35.2,0.0,0,5268,47,0,1,Male,0
4,31,1,44.8,27.46,0,2269,40,0,1,Male,0
2,91,15,89.85,64.2,0,2668,67,0,1,Female,1
3,80,20,78.8,907.8,0,2317,45,0,1,Male,0
1,75,52,84.1,1995.24,1,6216,40,0,1,Male,1
3,62,51,83.25,2057.34,1,5340,33,0,1,Male,0
1,71,19,106.6,538.65,0,3764,43,1,1,Female,1
4,43,52,63.25,2404.48,0,6471,56,0,1,Male,0
2,66,1,20.05,12.0,0,4710,57,0,0,Male,1
4,27,59,76.45,782.93,0,5978,33,1,1,Female,0
4,66,71,90.55,2961.41,10,6009,43,1,1,Female,0
2,72,4,80.8,169.32,0,5436,28,0,1,Male,1
5,63,67,50.55,2182.86,0,6064,60,0,1,Male,0
4,73,60,104.35,1377.0,2,4040,80,0,1,Male,0
3,30,6,44.7,118.44,0,4270,69,0,1,Male,0
2,66,7,86.8,214.27,0,3780,22,0,1,Male,1
5,54,69,19.9,2129.34,3,5570,40,0,0,Male,0
5,39,11,45.2,446.49,0,5253,44,0,1,Male,0
3,53,71,19.9,1454.79,1,6015,28,1,0,Female,0
3,35,60,20.6,2824.2,0,4192,60,0,0,Female,0
5,60,16,19.05,664.16,0,4336,62,0,0,Female,0
3,61,53,95.95,1788.22,0,4523,38,1,1,Male,0
3,94,30,94.1,210.3,1,5255,63,0,1,Female,1
3,66,53,19.75,1389.13,0,6265,62,0,0,Male,1
5,39,19,24.85,0.0,4,2958,21,1,1,Female,0
3,38,7,84.35,184.03,0,2107,66,0,1,Female,0
1,86,14,64.7,285.6,1,4049,51,0,1,Female,1
3,60,19,61.55,883.31,0,5831,62,0,1,Male,0
4,63,23,20.15,606.51,0,4402,63,0,0,Male,0
3,35,6,78.95,177.12,0,4093,55,0,1,Male,0
5,58,39,40.6,0.0,0,4436,25,0,1,Male,0
1,73,15,20.0,467.1,1,4672,59,1,0,Male,1
3,91,25,90.4,881.75,1,5801,63,0,1,Male,1
1,70,4,24.45,0.0,0,4909,31,0,1,Female,1
2,85,1,70.0,38.8,1,2485,38,0,1,Male,1
3,63,56,52.7,1210.16,0,4753,57,0,1,Male,0
2,86,13,48.75,0.0,1,2655,42,0,1,Female,1
3,62,49,93.85,2311.33,1,5698,30,0,1,Male,0
3,90,49,100.45,1292.13,1,4235,35,0,1,Female,1
3,80,35,102.35,1394.4,0,2473,26,0,1,Male,1
3,72,48,26.3,995.04,1,2111,59,1,0,Male,0
1,90,21,41.9,0.0,0,4778,77,0,1,Female,1
3,73,69,108.4,3372.72,1,4708,69,0,1,Male,1
4,53,50,100.2,755.0,0,5419,36,0,1,Female,0
4,68,67,105.7,1705.82,2,5027,23,0,1,Female,0
2,68,17,88.25,304.47,7,4041,31,0,1,Female,1
1,82,1,95.0,12.04,1,4489,42,0,1,Male,1
4,62,67,50.9,0.0,2,5281,39,1,1,Male,0
4,52,60,76.95,1632.0,7,5053,39,1,1,Male,0
5,72,37,36.65,0.0,0,2494,75,0,1,Male,0
4,57,4,19.55,116.36,0,5573,53,1,0,Male,0
5,37,46,21.1,1507.88,0,4791,42,0,0,Female,0
3,77,1,94.4,18.34,0,5764,49,0,1,Female,1
3,75,27,49.85,521.64,5,5580,37,1,1,Female,0
3,69,24,20.1,859.2,9,5689,56,0,0,Male,0
1,91,58,45.3,0.0,6,5444,66,0,1,Male,1
1,77,31,35.4,0.0,1,2067,41,1,1,Male,1
4,67,70,76.1,2335.9,4,5115,55,0,1,Male,0
1,77,2,25.05,0.0,0,4810,22,0,1,Male,1
5,48,26,50.35,120.12,4,3386,32,1,1,Male,0
5,24,17,49.8,0.0,1,5575,27,0,1,Male,0
3,62,12,20.05,199.08,0,4018,42,0,0,Male,0
1,71,36,65.4,954.36,0,5220,25,0,1,Male,1
3,36,10,24.8,344.7,0,5212,61,1,0,Male,0
2,91,3,69.35,106.92,0,3520,48,0,1,Male,1
3,53,72,107.5,681.84,0,4708,40,0,1,Female,0
3,80,13,100.75,577.59,0,5985,29,0,1,Male,0
4,20,4,80.25,35.0,0,3828,66,0,1,Female,0
1,90,1,53.95,31.16,0,2771,49,0,1,Male,1
4,54,53,48.7,0.0,5,4116,40,1,1,Female,0
4,74,18,84.95,462.6,0,3878,70,0,1,Female,0
2,92,10,70.1,220.3,1,2457,42,0,1,Male,1
2,72,1,90.55,15.44,0,2627,30,0,1,Female,1
2,82,42,33.55,0.0,1,2044,55,0,1,Female,1
2,66,4,105.65,173.8,0,4663,29,0,1,Female,1
4,69,52,108.1,572.52,0,4251,76,0,1,Female,0
4,42,23,59.95,84.41,5,5379,25,0,1,Male,0
3,52,66,114.3,285.12,0,5303,27,0,1,Male,0
3,78,1,93.85,16.15,0,3014,49,0,1,Female,1
4,60,63,81.15,2174.13,7,5294,20,0,1,Female,0
3,77,6,19.5,12.18,0,3288,67,0,0,Female,0
3,61,72,114.1,1675.44,6,4965,64,0,1,Male,0
1,94,8,94.7,155.92,0,5811,44,0,1,Male,1
5,62,32,93.95,1019.52,9,2844,71,1,1,Male,0
2,67,11,84.8,45.1,0,5118,78,0,1,Female,1
2,86,37,85.7,1724.57,1,4712,75,0,1,Male,1
3,40,68,64.35,0.0,0,4146,38,0,1,Female,0
4,48,34,60.8,1685.72,7,4522,34,1,1,Female,0
2,86,57,95.25,2844.87,1,6259,74,0,1,Male,1
2,90,15,101.1,610.5,1,2055,62,0,1,Male,1
1,86,17,24.1,310.42,1,4648,31,1,0,Female,1
3,37,71,97.65,1176.47,0,5319,47,0,1,Male,0
5,21,1,20.05,18.15,0,2798,23,0,0,Male,0
4,46,55,73.1,491.15,0,5832,50,0,1,Female,0
3,58,8,68.55,239.52,1,3123,33,1,1,Female,0
5,56,25,19.9,34.0,0,3048,50,0,0,Female,0
4,71,16,69.1,223.84,0,5172,46,1,1,Male,0
1,89,1,20.25,23.16,0,2959,41,0,0,Male,1
3,60,72,89.75,1121.76,1,5096,41,1,1,Female,0
5,56,71,19.6,1145.23,6,6444,64,1,0,Male,0
3,56,72,19.95,614.16,0,5092,48,1,0,Male,0
2,90,52,49.15,0.0,0,5597,76,0,1,Male,1
4,43,62,115.05,2284.08,0,6494,39,0,1,Female,0
1,71,22,54.45,160.16,0,2445,62,0,1,Male,1
3,77,22,59.0,1087.46,0,2195,46,0,1,Male,1
3,53,30,90.5,121.2,0,5983,69,0,1,Male,0
5,44,44,20.6,1537.36,1,2471,37,1,0,Male,0
4,42,71,66.8,0.0,10,4698,23,0,1,Female,0
2,69,32,74.9,1514.88,2,4105,76,0,1,Male,1
5,23,11,78.0,518.32,0,4886,63,1,1,Male,0
5,76,52,24.8,2097.16,1,5320,42,1,0,Male,0
3,55,64,96.9,1230.08,10,5369,31,0,1,Female,0
3,21,50,109.65,1728.5,4,4676,62,0,1,Female,0
3,61,22,19.95,822.8,1,2233,37,1,0,Male,0
4,79,31,66.4,784.3,7,3282,56,0,1,Male,0
1,68,2,69.75,52.88,0,5667,46,0,1,Female,1
2,77,1,69.65,49.24,0,2418,52,0,1,Female,1
5,31,40,105.95,669.2,0,3784,41,0,1,Female,0
4,42,6,55.15,41.88,0,5377,29,0,1,Female,0
3,20,61,61.45,0.0,8,5063,46,1,1,Female,0
4,31,71,19.9,867.62,4,5789,34,1,0,Female,0
3,75,30,94.3,1249.8,0,4219,53,0,1,Male,0
5,69,10,19.7,462.3,5,4890,38,1,0,Male,0
3,26,38,20.1,844.74,0,2907,38,0,0,Male,0
3,35,72,75.4,3035.52,7,4171,43,0,1,Male,0
3,66,58,20.3,998.18,6,4424,35,1,0,Female,0
5,28,47,19.65,2157.3,1,4159,21,0,0,Female,0
1,79,23,106.4,405.26,0,5507,74,0,1,Male,1
2,89,7,86.25,312.62,1,3344,63,0,1,Female,1
3,64,25,54.1,303.0,8,5701,29,0,1,Female,0
4,45,58,50.0,0.0,9,4704,21,1,1,Male,0
2,94,5,50.6,185.5,0,2353,54,0,1,Female,1
3,72,35,100.25,367.15,0,2744,44,0,1,Female,1
3,27,13,20.0,55.38,7,5651,54,1,0,Male,0
5,71,4,19.85,27.52,0,5918,26,0,0,Male,0
2,86,26,93.85,241.28,1,2591,73,0,1,Female,1
5,41,28,91.25,383.32,0,2886,50,0,1,Male,0
3,66,16,90.8,779.36,8,5560,49,1,1,Male,0
3,61,7,78.55,285.32,0,4025,51,0,1,Female,0
3,52,24,85.95,228.72,0,5421,60,0,1,Male,0
4,71,71,64.05,334.41,10,4374,64,0,1,Female,0
4,20,72,116.45,3493.44,0,5567,25,0,1,Female,0
4,35,43,80.45,1798.69,7,5357,41,0,1,Female,0
5,21,1,20.4,45.91,0,2152,29,0,0,Female,0
5,64,36,95.0,215.64,3,3057,50,0,1,Male,0
5,33,18,54.4,809.46,2,4948,43,0,1,Female,0
3,27,69,105.1,1588.38,1,4686,19,1,1,Female,0
3,52,46,70.6,2058.5,6,5433,45,0,1,Female,0
4,37,36,53.65,288.0,2,4113,40,1,1,Male,0
5,66,55,19.1,2160.95,0,4391,53,1,0,Male,0
4,21,11,82.9,320.65,9,4413,68,0,1,Female,0
3,83,30,50.4,139.5,1,4795,71,0,1,Male,1
3,77,6,84.4,131.82,0,4539,53,0,1,Male,1
3,29,7,19.45,344.12,0,5084,47,1,0,Male,0
3,47,8,69.95,340.24,0,2939,67,0,1,Male,0
4,35,4,19.95,27.44,0,2195,47,0,0,Male,0
1,81,1,20.2,45.49,0,5355,38,0,0,Male,1
3,80,72,111.9,3443.76,1,6437,32,0,1,Male,0
1,69,49,95.6,2431.87,2,5732,53,0,1,Female,1
3,44,59,93.35,1226.02,1,4814,45,0,1,Female,0
2,91,1,20.2,43.52,0,3061,48,0,0,Female,1
5,34,25,95.7,95.25,7,4535,51,0,1,Male,0
2,93,1,70.75,26.0,0,3963,56,0,1,Female,1
3,59,72,116.6,1532.88,7,5227,26,1,1,Male,0
3,56,56,93.15,2258.48,1,4778,45,0,1,Male,0
4,67,54,114.65,615.6,7,4488,63,0,1,Female,0
3,90,2,82.0,82.36,0,3051,42,0,1,Male,1
3,30,71,91.25,3303.63,7,5529,59,0,1,Male,0
5,28,1,25.25,0.0,0,4831,40,0,1,Female,0
5,33,43,75.35,845.38,0,4898,39,0,1,Male,0
4,72,8,85.65,316.72,1,2512,62,0,1,Male,0
3,78,10,102.1,320.7,1,3596,31,0,1,Female,1
3,33,8,25.25,0.0,0,2372,55,0,1,Male,0
2,92,3,76.95,115.14,0,4428,44,0,1,Male,1
1,76,9,74.25,124.74,0,5393,23,0,1,Female,1
5,33,65,84.2,2702.05,8,5256,51,0,1,Male,0
4,60,5,20.65,212.6,0,5597,40,0,0,Male,0
2,92,1,19.3,25.62,0,3236,58,0,0,Female,1
3,65,23,44.95,0.0,0,3248,47,0,1,Female,0
2,66,33,86.15,473.22,1,3336,63,0,1,Female,1
3,66,37,62.8,166.5,6,5229,57,0,1,Male,0
3,45,6,55.7,18.96,0,2482,22,0,1,Male,0
3,74,25,20.75,734.5,0,5161,29,0,0,Male,0
3,67,40,97.1,653.2,1,3099,58,0,1,Male,1
2,84,1,19.45,28.73,1,2865,54,1,0,Female,1
4,69,3,90.7,16.17,0,3953,47,0,1,Male,0
3,60,57,20.75,2207.61,0,6271,37,0,0,Male,0
3,35,47,113.45,431.93,7,3729,58,1,1,Male,0
1,91,6,89.3,15.6,0,5800,43,0,1,Female,1
4,76,46,24.45,1631.16,9,2438,55,0,0,Female,0
3,67,4,80.1,176.64,0,2333,27,0,1,Male,0
3,74,34,105.35,952.0,0,5503,51,0,1,Male,0
5,65,8,19.85,136.72,8,3260,44,0,0,Female,0
4,32,72,109.7,1997.28,5,4319,76,0,1,Male,0
4,75,1,44.0,26.15,0,4138,51,0,1,Female,0
3,50,72,89.7,2430.0,10,4193,25,1,1,Male,0
3,54,72,80.45,933.12,3,4480,35,1,1,Female,0
3,27,5,30.5,0.0,1,5973,22,1,1,Female,0
3,52,72,116.8,1152.72,2,6252,25,1,1,Female,0
4,27,44,89.15,1557.16,0,4368,70,0,1,Female,0
5,79,10,67.8,370.8,6,2709,62,0,1,Female,0
3,62,1,20.95,2.29,0,2285,52,0,0,Male,0
1,71,4,73.9,134.6,0,4479,50,0,1,Male,1
3,43,34,78.95,120.36,1,2074,59,1,1,Male,0
5,49,48,29.9,0.0,0,2617,75,1,1,Female,0
3,68,22,104.6,1092.52,1,2429,53,0,1,Male,0
2,88,1,35.25,0.0,0,2548,53,0,1,Male,1
1,91,62,103.75,440.82,1,5052,77,0,1,Male,1
4,76,24,89.55,433.68,0,5352,21,0,1,Female,0
4,49,70,97.55,2266.6,8,4551,62,1,1,Male,0
2,93,1,85.0,42.5,0,2650,71,0,1,Female,1
2,94,35,75.2,1696.45,1,4639,48,0,1,Male,1
3,73,12,50.95,0.0,0,2716,45,0,1,Male,0
5,64,1,71.1,37.51,0,3029,47,0,1,Female,0
3,71,12,25.4,529.44,8,2219,55,1,0,Male,0
3,27,72,86.4,1105.2,6,6114,21,0,1,Female,0
5,51,3,80.35,148.89,0,4203,60,0,1,Male,0
4,75,22,25.6,335.94,5,2628,69,0,0,Female,0
4,56,72,80.85,699.84,5,6317,40,1,1,Female,0
3,51,27,49.0,72.63,0,5428,61,0,1,Male,0
1,95,37,92.5,1826.69,3,4127,74,0,1,Male,1
5,63,69,104.0,127.65,0,5902,44,0,1,Female,0
5,38,35,76.05,496.65,6,5479,77,1,1,Male,0
3,43,71,97.2,2775.39,7,4603,28,1,1,Male,0
5,41,72,20.55,2671.92,5,5809,51,1,0,Male,0
3,20,71,80.4,1280.84,2,5228,22,0,1,Male,0
3,31,67,100.9,2104.47,8,4078,40,0,1,Male,0
3,30,29,58.55,257.52,0,2044,68,0,1,Female,0
4,46,32,19.75,1401.6,0,4691,46,0,0,Female,0
1,82,1,70.65,37.68,1,3463,64,1,1,Male,1
5,54,1,20.3,6.64,7,4215,60,0,0,Female,0
4,71,53,100.3,441.49,0,5377,22,0,1,Female,0
4,68,62,89.1,2340.5,4,5995,23,1,1,Male,0
3,52,72,89.4,198.0,7,6044,45,1,1,Male,0
3,34,14,19.9,609.0,0,3854,27,0,0,Male,0
2,91,49,99.05,1003.52,1,5157,54,0,1,Male,1
3,61,39,19.75,620.49,6,3944,40,1,0,Female,0
4,24,53,62.85,2533.93,0,6281,20,1,1,Male,0
5,50,23,79.35,200.56,0,3558,66,0,1,Female,0
4,77,37,19.6,937.95,1,5730,77,0,0,Female,0
4,58,2,69.3,65.24,1,2901,79,0,1,Female,0
4,62,12,19.7,439.8,0,3423,57,0,0,Female,0
5,39,68,86.45,663.68,5,4480,48,0,1,Female,0
4,54,71,111.25,2976.32,0,4361,29,0,1,Female,0
4,76,35,113.2,1067.5,0,5723,49,0,1,Female,0
5,29,19,19.9,616.93,2,5964,49,1,0,Male,0
3,61,12,76.6,313.56,0,3280,43,1,1,Female,0
3,26,62,48.7,0.0,6,5453,32,1,1,Female,0
3,23,43,71.9,2068.3,5,4106,24,0,1,Male,0
5,23,71,25.95,1754.41,2,5072,42,0,0,Female,0
3,51,68,19.5,2389.52,8,5443,73,1,0,Male,0
4,31,4,55.3,84.12,0,3684,33,0,1,Male,0
4,38,66,105.65,2043.36,0,5097,44,0,1,Male,0
2,86,66,105.95,1831.5,1,6117,68,0,1,Female,1
5,64,50,69.75,510.5,8,4539,39,1,1,Female,0
4,34,15,19.8,261.45,4,4167,49,1,0,Female,0
3,35,8,66.7,329.04,0,4490,47,0,1,Male,0
5,75,46,45.2,1109.98,0,3150,36,0,1,Male,0
3,31,18,25.15,0.0,0,2675,32,0,1,Male,0
3,42,46,30.75,0.0,0,5646,44,0,1,Male,0
3,78,72,24.85,955.44,1,4067,21,0,0,Female,0
4,50,32,81.1,35.84,0,2143,77,0,1,Male,0
4,40,8,19.2,248.16,0,5272,31,0,0,Female,0
3,49,30,77.9,85.8,1,2009,65,0,1,Male,0
1,79,7,93.85,108.57,0,3506,60,0,1,Male,1
1,73,4,74.35,191.28,0,3622,52,0,1,Male,1
3,43,23,40.65,0.0,0,5230,61,1,1,Male,0
4,22,36,75.55,1152.0,0,3235,48,0,1,Female,0
1,70,1,70.4,29.63,0,4238,40,0,1,Male,1
1,93,9,99.45,95.94,0,2313,67,0,1,Male,1
3,57,27,74.4,1259.82,6,4331,56,1,1,Female,0
4,57,17,55.35,343.91,1,5465,25,1,1,Female,0
3,33,30,67.6,1441.2,4,4104,31,1,1,Male,0
1,93,27,36.5,0.0,1,4564,68,0,1,Male,1
4,44,45,85.7,186.3,0,5397,80,0,1,Female,0
3,20,37,72.25,870.98,8,4121,75,0,1,Male,0
1,77,1,84.85,36.07,0,3086,25,0,1,Male,1
4,68,58,95.3,2061.9,0,6460,20,0,1,Female,0
5,76,4,20.7,181.48,0,4676,28,0,0,Male,0
4,33,12,19.45,217.44,0,4788,38,0,0,Female,0
1,76,19,99.95,41.61,0,3670,54,0,1,Male,1
3,36,18,89.6,626.04,0,2269,43,0,1,Male,0
5,71,13,18.8,217.62,6,2333,27,1,0,Female,0
3,20,7,54.85,39.27,0,3481,57,0,1,Male,0
1,89,13,74.4,37.96,1,3687,36,0,1,Male,1
3,75,22,89.05,132.0,0,5479,40,0,1,Female,0
5,28,66,45.55,0.0,0,6238,65,0,1,Female,0
3,25,70,69.2,2056.6,8,4715,52,0,1,Female,0
4,22,72,97.95,2757.6,1,4256,43,0,1,Male,0
2,90,47,109.55,358.14,1,5863,54,0,1,Male,1
2,72,6,84.2,242.64,1,5834,76,0,1,Male,1
5,66,1,24.4,0.0,0,3145,40,0,1,Male,0
1,84,12,84.5,487.56,1,4154,28,0,1,Female,1
4,54,71,19.85,1195.64,2,6342,43,1,0,Female,0
3,73,54,108.0,959.04,0,6370,49,0,1,Male,0
3,76,72,20.3,1955.52,9,5265,29,1,0,Male,0
1,80,33,110.45,568.92,0,3401,70,0,1,Female,1
5,64,31,99.45,311.55,0,2021,41,0,1,Male,0
4,47,7,78.5,23.38,0,3601,44,0,1,Female,0
4,70,50,93.5,2041.5,0,6367,64,0,1,Male,0
3,25,72,111.95,1733.76,9,4004,47,1,1,Male,0
4,77,56,109.8,2114.56,9,5648,54,0,1,Female,0
5,28,22,94.95,1057.54,0,4242,37,0,1,Male,0
4,69,68,39.9,0.0,0,6270,19,0,1,Male,0
3,91,40,39.3,0.0,1,2296,66,0,1,Female,1
3,77,15,94.0,229.2,0,4521,54,0,1,Female,0
4,49,56,89.7,212.24,1,5955,43,0,1,Male,0
4,51,43,24.25,120.83,4,4432,60,1,0,Male,0
4,65,72,115.5,2651.04,1,4017,53,1,1,Female,0
1,80,1,89.9,32.85,0,5951,21,0,1,Male,1
4,20,72,26.0,1942.56,8,5374,60,0,0,Female,0
4,64,70,110.5,1997.8,4,5979,41,0,1,Female,0
4,28,17,19.7,378.42,0,4222,27,0,0,Female,0
5,57,52,106.5,1442.48,9,4499,70,0,1,Female,0
4,49,23,75.4,405.26,0,2491,67,0,1,Female,0
4,64,37,78.9,1569.17,0,3801,43,0,1,Female,0
2,78,1,69.65,7.23,0,5844,70,0,1,Male,1
5,63,6,89.75,206.52,0,2370,23,0,1,Female,0
2,90,8,100.85,26.16,0,3849,56,0,1,Male,1
3,26,56,65.2,2224.32,1,4775,62,0,1,Female,0
3,71,62,92.05,1480.56,0,5801,27,0,1,Female,0
3,43,51,85.5,1730.43,10,6261,63,0,1,Female,0
4,70,55,50.05,0.0,0,4932,71,0,1,Male,0
5,40,5,75.65,148.75,0,2296,62,0,1,Female,0
4,77,12,84.05,214.2,0,4621,56,1,1,Female,0
3,72,39,30.1,0.0,0,3106,56,1,1,Female,1
3,35,13,97.0,572.65,1,5282,60,1,1,Male,0
5,39,16,71.4,411.36,0,3360,24,0,1,Male,0
1,81,16,94.45,150.88,0,3810,68,0,1,Female,1
3,58,72,115.55,3443.04,2,5890,46,0,1,Male,0
4,74,12,20.05,484.08,10,5453,60,0,0,Female,0
3,60,19,20.2,602.3,3,4821,32,1,0,Male,0
5,59,51,79.6,1270.92,0,4673,69,0,1,Male,0
3,58,14,19.75,377.86,6,3958,38,1,0,Male,0
3,80,66,59.75,553.74,9,5979,58,1,1,Female,0
3,96,1,69.8,11.08,1,2123,34,0,1,Female,1
3,70,5,89.35,50.55,0,4584,30,0,1,Female,1
3,56,12,67.25,549.6,0,4334,54,0,1,Male,0
5,49,57,20.65,96.33,0,4193,60,0,0,Male,0
3,81,16,86.6,306.88,0,2508,76,0,1,Male,1
3,24,10,36.25,0.0,0,4571,33,0,1,Female,0
